TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315968094.61369604,00000000-0000-0000-0000-000000000000,AV,2923.620397237644,1482.3046801812127,PIT
315968094.61369604,00000000-0000-0000-0000-000000024533,OTHERS,2951.3605565454773,1459.2875280768235,PIT
315968094.61369604,00000000-0000-0000-0000-000000024542,AGENT,2904.066138918264,1489.2921091851501,PIT
315968094.61369604,00000000-0000-0000-0000-000000024658,OTHERS,2936.0425537612487,1523.2668719346846,PIT
315968094.61369604,00000000-0000-0000-0000-000000024649,OTHERS,2891.248044547265,1504.5985638236752,PIT
315968094.61369604,00000000-0000-0000-0000-000000024647,OTHERS,2885.328197962539,1511.3202393256147,PIT
315968094.61369604,00000000-0000-0000-0000-000000024644,OTHERS,2931.9375335741356,1519.5604944849438,PIT
315968094.61369604,00000000-0000-0000-0000-000000024608,OTHERS,2929.886505406053,1467.9439898816283,PIT
315968094.61369604,00000000-0000-0000-0000-000000024645,OTHERS,2882.783138314269,1515.2015011718204,PIT
315968094.61369604,00000000-0000-0000-0000-000000024622,OTHERS,2920.922931688721,1501.7163359299634,PIT
315968094.61369604,00000000-0000-0000-0000-000000024620,OTHERS,2935.7305781555706,1479.4229044544186,PIT
315968094.73542005,00000000-0000-0000-0000-000000000000,AV,2923.103818317953,1482.5525963483872,PIT
315968094.73542005,00000000-0000-0000-0000-000000024533,OTHERS,2951.513933564496,1459.1462060758752,PIT
315968094.73542005,00000000-0000-0000-0000-000000024659,OTHERS,2898.4070730206404,1497.4862397919821,PIT
315968094.73542005,00000000-0000-0000-0000-000000024662,OTHERS,2941.261971666326,1527.7082760599606,PIT
315968094.73542005,00000000-0000-0000-0000-000000024661,OTHERS,2938.570211935792,1524.9044338104886,PIT
315968094.73542005,00000000-0000-0000-0000-000000024647,OTHERS,2885.2401470303607,1511.4523022989158,PIT
315968094.73542005,00000000-0000-0000-0000-000000024542,AGENT,2903.736343384412,1489.088806815841,PIT
315968094.73542005,00000000-0000-0000-0000-000000024658,OTHERS,2936.035503145405,1523.2907468137241,PIT
315968094.73542005,00000000-0000-0000-0000-000000024649,OTHERS,2891.1734697888696,1504.6577721721067,PIT
315968094.73542005,00000000-0000-0000-0000-000000024644,OTHERS,2931.930748100417,1519.43224556941,PIT
315968094.73542005,00000000-0000-0000-0000-000000024608,OTHERS,2930.5862818907317,1467.2257399069556,PIT
315968094.73542005,00000000-0000-0000-0000-000000024645,OTHERS,2882.5621677159197,1515.3791186023275,PIT
315968094.73542005,00000000-0000-0000-0000-000000024622,OTHERS,2920.936473666008,1501.7400957869618,PIT
315968094.73542005,00000000-0000-0000-0000-000000024620,OTHERS,2936.1230140538482,1479.4809347119372,PIT
315968094.84875065,00000000-0000-0000-0000-000000000000,AV,2922.621406499521,1483.0089707678942,PIT
315968094.84875065,00000000-0000-0000-0000-000000024542,AGENT,2903.3204448469733,1488.8295464831385,PIT
315968094.84875065,00000000-0000-0000-0000-000000024661,OTHERS,2938.6661384446184,1525.0230279842062,PIT
315968094.84875065,00000000-0000-0000-0000-000000024608,OTHERS,2931.346284523623,1466.4480127047968,PIT
315968094.84875065,00000000-0000-0000-0000-000000024647,OTHERS,2885.2150225941687,1511.5837167702673,PIT
315968094.84875065,00000000-0000-0000-0000-000000024533,OTHERS,2951.5939588306983,1459.034614818682,PIT
315968094.84875065,00000000-0000-0000-0000-000000024662,OTHERS,2941.5014532536024,1527.8941217598262,PIT
