TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315966211.4438111,00000000-0000-0000-0000-000000000000,AV,2592.922508878829,1091.7268496843983,PIT
315966211.4438111,00000000-0000-0000-0000-000000001126,OTHERS,2573.416159627714,1069.013309294558,PIT
315966211.4438111,00000000-0000-0000-0000-000000001014,AGENT,2580.967245119137,1080.4043046181064,PIT
315966211.4438111,00000000-0000-0000-0000-000000001168,OTHERS,2600.2319553237353,1098.3595576895902,PIT
315966211.4438111,00000000-0000-0000-0000-000000001419,OTHERS,2572.4613755203322,1060.6099402309894,PIT
315966211.4438111,00000000-0000-0000-0000-000000001422,OTHERS,2575.426200521943,1067.1560994162364,PIT
315966211.5425908,00000000-0000-0000-0000-000000000000,AV,2592.586228796988,1091.413659191433,PIT
315966211.5425908,00000000-0000-0000-0000-000000001014,AGENT,2580.593685958104,1080.0838729030622,PIT
315966211.5425908,00000000-0000-0000-0000-000000001422,OTHERS,2575.7314521796484,1067.5175515888839,PIT
315966211.5425908,00000000-0000-0000-0000-000000001168,OTHERS,2599.9607942067582,1098.1310467871865,PIT
315966211.5425908,00000000-0000-0000-0000-000000001419,OTHERS,2572.8227687923472,1060.8846935371546,PIT
315966211.5425908,00000000-0000-0000-0000-000000001126,OTHERS,2572.5738986894266,1068.174121079769,PIT
315966211.64278555,00000000-0000-0000-0000-000000000000,AV,2592.335778569568,1091.1812304092011,PIT
315966211.64278555,00000000-0000-0000-0000-000000001014,AGENT,2580.1563628210033,1079.7568451457007,PIT
315966211.64278555,00000000-0000-0000-0000-000000001422,OTHERS,2576.23116166635,1068.0154597076037,PIT
315966211.64278555,00000000-0000-0000-0000-000000001427,OTHERS,2556.5106899898497,1046.2246820369303,PIT
315966211.64278555,00000000-0000-0000-0000-000000001168,OTHERS,2599.759435167304,1097.9239619875746,PIT
315966211.64278555,00000000-0000-0000-0000-000000001419,OTHERS,2572.8227687923472,1060.8846935371546,PIT
315966211.64278555,00000000-0000-0000-0000-000000001126,OTHERS,2571.891605232044,1067.5549951514513,PIT
315966211.74087995,00000000-0000-0000-0000-000000000000,AV,2592.078458535752,1090.942004205138,PIT
315966211.74087995,00000000-0000-0000-0000-000000001014,AGENT,2579.739682161606,1079.3737041375155,PIT
315966211.74087995,00000000-0000-0000-0000-000000001422,OTHERS,2576.62425752119,1068.4006142077442,PIT
315966211.74087995,00000000-0000-0000-0000-000000001427,OTHERS,2556.5449576537617,1046.2808909691105,PIT
