TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315966787.00539285,00000000-0000-0000-0000-000000000000,AV,2504.7420600580012,1120.51992836639,PIT
315966787.00539285,00000000-0000-0000-0000-000000000777,OTHERS,2522.179173257333,1137.4186642308625,PIT
315966787.00539285,00000000-0000-0000-0000-000000002339,OTHERS,2474.8049884649936,1093.2956242758798,PIT
315966787.00539285,00000000-0000-0000-0000-000000001561,OTHERS,2529.987155813248,1144.497480244472,PIT
315966787.00539285,00000000-0000-0000-0000-000000002057,OTHERS,2529.1923780175493,1147.2824644981727,PIT
315966787.00539285,00000000-0000-0000-0000-000000001726,OTHERS,2530.2351798899444,1143.3922847838026,PIT
315966787.00539285,00000000-0000-0000-0000-000000001747,OTHERS,2473.5756210571226,1095.439875439124,PIT
315966787.00539285,00000000-0000-0000-0000-000000001997,OTHERS,2521.723080152273,1127.942522467099,PIT
315966787.00539285,00000000-0000-0000-0000-000000002177,OTHERS,2511.715906733911,1135.649509539421,PIT
315966787.00539285,00000000-0000-0000-0000-000000002383,OTHERS,2513.777091521973,1139.2356398697148,PIT
315966787.00539285,00000000-0000-0000-0000-000000002094,OTHERS,2498.325012270427,1117.9284203167767,PIT
315966787.00539285,00000000-0000-0000-0000-000000002101,OTHERS,2545.7440300523685,1098.1927720352983,PIT
315966787.00539285,00000000-0000-0000-0000-000000002338,OTHERS,2489.5754016162937,1110.2789751463838,PIT
315966787.00539285,00000000-0000-0000-0000-000000002372,OTHERS,2484.9565818460337,1105.811748797434,PIT
315966787.00539285,00000000-0000-0000-0000-000000002389,AGENT,2532.306419256886,1142.4031922521865,PIT
315966787.00539285,00000000-0000-0000-0000-000000002356,OTHERS,2493.2683001686937,1103.1923096990286,PIT
315966787.00539285,00000000-0000-0000-0000-000000002374,OTHERS,2489.117032709501,1099.2275337146332,PIT
315966787.00539285,00000000-0000-0000-0000-000000002169,OTHERS,2523.9498561446985,1113.1263578056198,PIT
315966787.00539285,00000000-0000-0000-0000-000000002399,OTHERS,2527.2182424386733,1110.0865198267747,PIT
315966787.00539285,00000000-0000-0000-0000-000000002219,OTHERS,2509.7865167246373,1114.25621258023,PIT
315966787.00539285,00000000-0000-0000-0000-000000002395,OTHERS,2531.238505180941,1141.3135478638408,PIT
315966787.00539285,00000000-0000-0000-0000-000000002401,OTHERS,2480.852188966426,1091.2218143464304,PIT
315966787.00539285,00000000-0000-0000-0000-000000002409,OTHERS,2518.694501787057,1140.1426516397694,PIT
315966787.00539285,00000000-0000-0000-0000-000000002400,OTHERS,2485.026612201297,1095.520069473173,PIT
315966787.00539285,00000000-0000-0000-0000-000000002327,OTHERS,2480.8785508138158,1102.3401645717436,PIT
315966787.00539285,00000000-0000-0000-0000-000000002347,OTHERS,2500.836334531569,1125.5632654752837,PIT
315966787.00539285,00000000-0000-0000-0000-000000002370,OTHERS,2494.4320641776576,1114.1269911827258,PIT
315966787.00539285,00000000-0000-0000-0000-000000002286,OTHERS,2537.350436759695,1111.2143137845906,PIT
315966787.00539285,00000000-0000-0000-0000-000000002328,OTHERS,2465.72393927342,1087.8984709972478,PIT
315966787.00539285,00000000-0000-0000-0000-000000002246,OTHERS,2531.881483601989,1117.3078586643628,PIT
315966787.00539285,00000000-0000-0000-0000-000000002264,OTHERS,2533.4931205900753,1103.802220850635,PIT
315966787.00539285,00000000-0000-0000-0000-000000002215,OTHERS,2505.260821925146,1145.9569888342214,PIT
315966787.00539285,00000000-0000-0000-0000-000000002190,OTHERS,2489.811162317149,1104.0632693387222,PIT
315966787.00539285,00000000-0000-0000-0000-000000002283,OTHERS,2498.3428489548137,1107.7698406163538,PIT
315966787.00539285,00000000-0000-0000-0000-000000002162,OTHERS,2499.630985652664,1138.7620749791824,PIT
315966787.1050582,00000000-0000-0000-0000-000000000000,AV,2504.2720073051396,1120.083247154489,PIT
315966787.1050582,00000000-0000-0000-0000-000000000777,OTHERS,2521.713869981381,1136.981310898027,PIT
315966787.1050582,00000000-0000-0000-0000-000000002339,OTHERS,2474.770908196887,1093.2118203252928,PIT
315966787.1050582,00000000-0000-0000-0000-000000001561,OTHERS,2529.4983583018056,1144.130852291617,PIT
315966787.1050582,00000000-0000-0000-0000-000000002057,OTHERS,2529.0205442593838,1147.226187349922,PIT
315966787.1050582,00000000-0000-0000-0000-000000001726,OTHERS,2530.7303088586755,1141.0324683777887,PIT
315966787.1050582,00000000-0000-0000-0000-000000001747,OTHERS,2473.4907070528157,1095.4955898226747,PIT
315966787.1050582,00000000-0000-0000-0000-000000001997,OTHERS,2521.664159720318,1127.428962868329,PIT
315966787.1050582,00000000-0000-0000-0000-000000002177,OTHERS,2511.574018555513,1135.579964976356,PIT
315966787.1050582,00000000-0000-0000-0000-000000002383,OTHERS,2513.777091521973,1139.2356398697148,PIT
315966787.1050582,00000000-0000-0000-0000-000000002094,OTHERS,2498.3582083388887,1117.919806130752,PIT
315966787.1050582,00000000-0000-0000-0000-000000002101,OTHERS,2545.7440300523685,1098.1927720352983,PIT
315966787.1050582,00000000-0000-0000-0000-000000002338,OTHERS,2489.572307133002,1110.2436099145893,PIT
315966787.1050582,00000000-0000-0000-0000-000000002372,OTHERS,2484.9853011858663,1105.8440721827308,PIT
315966787.1050582,00000000-0000-0000-0000-000000002356,OTHERS,2493.321072512565,1103.2787221976753,PIT
315966787.1050582,00000000-0000-0000-0000-000000002389,AGENT,2531.9198706188204,1142.0083099109904,PIT
315966787.1050582,00000000-0000-0000-0000-000000002374,OTHERS,2489.0923156876,1099.1881642485498,PIT
315966787.1050582,00000000-0000-0000-0000-000000002395,OTHERS,2531.238505180941,1141.3135478638408,PIT
315966787.1050582,00000000-0000-0000-0000-000000002169,OTHERS,2523.81605634379,1113.3826202772407,PIT
315966787.1050582,00000000-0000-0000-0000-000000002399,OTHERS,2527.2182424386733,1110.0865198267747,PIT
315966787.1050582,00000000-0000-0000-0000-000000002401,OTHERS,2480.9632895873056,1091.28749951244,PIT
315966787.1050582,00000000-0000-0000-0000-000000002190,OTHERS,2489.45104352255,1103.7238265692538,PIT
