Start Training...
Epoch 1/3: Iteration 0, loss = 73.466125
Epoch 1/3: Iteration 100, loss = 0.663456
Epoch 1/3: Iteration 200, loss = 0.148553
Epoch 1/3: Iteration 300, loss = 3.690514
Epoch 1/3: Iteration 400, loss = 1.226320
Epoch 1/3: Iteration 500, loss = 0.339463
Epoch 1/3: Iteration 600, loss = 0.123513
Epoch 1/3: Iteration 700, loss = 0.755340
Epoch 1/3: Iteration 800, loss = 5.577810
Epoch 1/3: Iteration 900, loss = 0.956569
Epoch 1/3: Iteration 1000, loss = 0.075802
Epoch 1/3: Iteration 1100, loss = 1.005158
Epoch 1/3: Iteration 1200, loss = 0.153256
Epoch 1/3: Iteration 1300, loss = 0.059700
Epoch 1/3: Iteration 1400, loss = 0.957587
Epoch 1/3: Iteration 1500, loss = 0.221176
Epoch 1/3: Iteration 1600, loss = 0.805571
Epoch 1/3: Iteration 1700, loss = 0.212040
Epoch 1/3: Iteration 1800, loss = 0.537184
Epoch 1/3: Iteration 1900, loss = 1.608635
Epoch 1/3: Iteration 2000, loss = 0.664313
Epoch 1/3: Iteration 2100, loss = 1.217012
Epoch 1/3: Iteration 2200, loss = 2.857944
Epoch 1/3: Iteration 2300, loss = 0.051745
Epoch 1/3: Iteration 2400, loss = 0.180297
Epoch 1/3: Iteration 2500, loss = 6.261547
Epoch 1/3: Iteration 2600, loss = 0.147176
Epoch 1/3: Iteration 2700, loss = 0.036203
Epoch 1/3: Iteration 2800, loss = 0.254687
Epoch 1/3: Iteration 2900, loss = 0.386865
Epoch 1/3: Iteration 3000, loss = 0.135662
Epoch 1/3: Iteration 3100, loss = 2.755301
Epoch 1/3: Iteration 3200, loss = 0.635594
Epoch 1/3: Iteration 3300, loss = 0.417697
Epoch 1/3: Iteration 3400, loss = 0.517569
Epoch 1/3: Iteration 3500, loss = 0.604749
Epoch 1/3: Iteration 3600, loss = 0.355001
Epoch 1/3: Iteration 3700, loss = 3.495679
Epoch 1/3: Iteration 3800, loss = 0.215652
Save model ./model_ckpt/model_epoch1.pth
Epoch 2/3: Iteration 0, loss = 0.142144
Epoch 2/3: Iteration 100, loss = 0.108201
Epoch 2/3: Iteration 200, loss = 0.080515
Epoch 2/3: Iteration 300, loss = 0.206595
Epoch 2/3: Iteration 400, loss = 0.113102
Epoch 2/3: Iteration 500, loss = 1.004127
Epoch 2/3: Iteration 600, loss = 0.759918
Epoch 2/3: Iteration 700, loss = 1.255548
Epoch 2/3: Iteration 800, loss = 0.642594
Epoch 2/3: Iteration 900, loss = 7.629890
Epoch 2/3: Iteration 1000, loss = 1.440866
Epoch 2/3: Iteration 1100, loss = 0.103025
Epoch 2/3: Iteration 1200, loss = 0.105312
Epoch 2/3: Iteration 1300, loss = 0.249185
Epoch 2/3: Iteration 1400, loss = 0.023874
Epoch 2/3: Iteration 1500, loss = 0.225121
Epoch 2/3: Iteration 1600, loss = 0.065188
Epoch 2/3: Iteration 1700, loss = 0.532167
Epoch 2/3: Iteration 1800, loss = 0.091036
Epoch 2/3: Iteration 1900, loss = 0.116018
Epoch 2/3: Iteration 2000, loss = 5.339408
Epoch 2/3: Iteration 2100, loss = 1.337585
Epoch 2/3: Iteration 2200, loss = 0.044499
Epoch 2/3: Iteration 2300, loss = 0.114515
Epoch 2/3: Iteration 2400, loss = 0.094664
Epoch 2/3: Iteration 2500, loss = 0.128552
Epoch 2/3: Iteration 2600, loss = 1.632706
Epoch 2/3: Iteration 2700, loss = 1.193506
Epoch 2/3: Iteration 2800, loss = 0.010068
Epoch 2/3: Iteration 2900, loss = 2.712404
Epoch 2/3: Iteration 3000, loss = 0.018908
Epoch 2/3: Iteration 3100, loss = 0.456767
Epoch 2/3: Iteration 3200, loss = 1.928701
Epoch 2/3: Iteration 3300, loss = 2.113916
Epoch 2/3: Iteration 3400, loss = 0.026230
Epoch 2/3: Iteration 3500, loss = 0.334782
Epoch 2/3: Iteration 3600, loss = 4.105238
Epoch 2/3: Iteration 3700, loss = 0.503549
Epoch 2/3: Iteration 3800, loss = 0.919710
Save model ./model_ckpt/model_epoch2.pth
Epoch 3/3: Iteration 0, loss = 0.044718
Epoch 3/3: Iteration 100, loss = 0.248821
Epoch 3/3: Iteration 200, loss = 0.061625
Epoch 3/3: Iteration 300, loss = 0.191633
Epoch 3/3: Iteration 400, loss = 0.150058
Epoch 3/3: Iteration 500, loss = 0.245574
Epoch 3/3: Iteration 600, loss = 0.196609
Epoch 3/3: Iteration 700, loss = 24.728550
Epoch 3/3: Iteration 800, loss = 0.029456
Epoch 3/3: Iteration 900, loss = 0.029651
Epoch 3/3: Iteration 1000, loss = 0.318191
Epoch 3/3: Iteration 1100, loss = 0.216749
Epoch 3/3: Iteration 1200, loss = 0.075521
Epoch 3/3: Iteration 1300, loss = 0.462111
Epoch 3/3: Iteration 1400, loss = 0.106900
Epoch 3/3: Iteration 1500, loss = 0.015424
Epoch 3/3: Iteration 1600, loss = 0.059997
Epoch 3/3: Iteration 1700, loss = 0.171132
Epoch 3/3: Iteration 1800, loss = 0.149513
Epoch 3/3: Iteration 1900, loss = 0.006876
Epoch 3/3: Iteration 2000, loss = 0.092454
Epoch 3/3: Iteration 2100, loss = 0.051920
Epoch 3/3: Iteration 2200, loss = 1.001642
Epoch 3/3: Iteration 2300, loss = 2.184750
